,OBJECTID_x,ID,Lon,Lan,pH,As,Cd,Ni,Pb,Zn,Hg,lon_degree,lon_minute,lon_sec,lan_degree,lan_minute,lan_sec,slope,hankang1,profile_cu,planform_c,SOILSY,SNAME,hsg,HSG_CODE,OBJECTID_y,MUID,CMPPCT,HYDGRP,ANION_EXCL,SOL_CRK,SOL_K1,CLAY1,SILT1,SAND1,ROCK1,SOL_EC1
431,432,KW-YW-S-18,128.2728056,37.37972222,4.97,1.36,0.095,2.69, , ,0,128,16,22.1,37,22,47,13.4350996,489.4429932,-0.54302901,0.890321016,SqE,SEONGIN,B,2,368,KOREA,1,A,0.5,0.5,37.65,27.2,42.2,30.6,0,0
432,433,KW-YW-S-38,128.2736667,37.38486111,7.35,1.58,0.015,2.12, , ,0,128,16,25.2,37,23,5.5,19.33690071,539.552002,-0.0280065,-0.730886996,SmE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
433,434,KW-YW-S-39,128.2739167,37.38430556,6.42,0.36,2.4,41.38, , ,0,128,16,26.1,37,23,3.5,41.05139923,529.4630127,-0.387829006,-0.333873987,SmE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
434,435,KW-YW-S-40,128.2739167,37.38430556,6.28,0.6,2.575,43.37, , ,0,128,16,26.1,37,23,3.5,41.05139923,529.4630127,-0.387829006,-0.333873987,SmE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
435,436,KW-YW-S-41,128.2742778,37.38413889,6.12,0.58,0.96,5.03, , ,0,128,16,27.4,37,23,2.9,23.29520035,519.5469971,4.555659771,-1.33178997,SmE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
436,437,KW-YW-S-42,128.2746944,37.38313889,6.01,1.76,0.295,3.96, , ,0,128,16,28.9,37,22,59.3,35.03839874,559.9910278,0.0386195,-0.601028979,SmF2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
437,438,KW-BD-PS-01,128.7904167,37.37427778,7.6, ,1.5,35.6,1.3, ,0,128,47,25.5,37,22,27.4,29.53580093,634.052002,-0.043653801,-1.390820026,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
438,439,KW-BD-PS-02,128.7865556,37.37225,7.9, ,3.1,43,1.1, ,0,128,47,11.6,37,22,20.1,33.75310135,666.7890015,-0.553552985,1.094640017,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
439,440,KW-BD-PS-03,128.7779167,37.37308333,6.4, ,1,32.6,1.7, ,0,128,46,40.5,37,22,23.1,27.39959908,594.539978,-0.858223975,-0.702462018,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
440,441,KW-BD-S-01,128.7933611,37.37355556,6.7,1.59,0.35,20.27, , ,0,128,47,36.1,37,22,24.8,39.33000183,664.7960205,0.475423008,0.99495399,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
441,442,KW-BD-S-02,128.7928889,37.37355556,6.35,0.65,0.09,17.77,1.9, ,0,128,47,34.4,37,22,24.8,20.59600067,642.9500122,0.097997896,-4.043119907,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
442,443,KW-BD-S-03,128.7931944,37.37377778,6.64,2.68,0.345,15.3, , ,0,128,47,35.5,37,22,25.6,37.94369888,661.0419922,0.168874994,0.900565028,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
443,444,KW-BD-S-04,128.7928611,37.37388889,7.65,2.36,0.035,19.1,1.88, ,0,128,47,34.3,37,22,26,28.63489914,643.0889893,0.244417995,0.274935991,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
444,445,KW-BD-S-05,128.7930556,37.37455556,7.4,1.58,0.09,14.13,2.21, ,0,128,47,35,37,22,28.4,31.39970016,666.539978,-0.082924798,1.281579971,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
445,446,KW-BD-S-06,128.7930556,37.37455556,6.86,0.43,0.06,26.63,1.88, ,0,128,47,35,37,22,28.4,31.39970016,666.539978,-0.082924798,1.281579971,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
446,447,KW-BD-S-07,128.7925556,37.37411111,6.98,0.58,0.055,21.63,1.62, ,0,128,47,33.2,37,22,26.8,30.84320068,630.4279785,0.301324993,-0.893010974,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
447,448,KW-BD-S-08,128.7930556,37.37508333,7.06,2.36,0.035,15, , ,0,128,47,35,37,22,30.3,38.02669907,660.6099854,0.162453994,1.626080036,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
448,449,KW-BD-S-09,128.7924444,37.37538889,7,2.38,0.21,18.17,1.55, ,0,128,47,32.8,37,22,31.4,37.40620041,615.6719971,-0.104723997,-0.108874999,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
449,450,KW-BD-S-10,128.7914444,37.375,7.8,0.69,0.085,18.93,1.64, ,0,128,47,29.2,37,22,30,17.58530045,580.7459717,1.188310027,-1.434739947,MjC,MAJI,B,2,238,KOREA,1,A,0.5,0.5,12.03,17,46,37,14,0
450,451,KW-BD-S-11,128.7914444,37.375,8.19,0.69,0.065,16.07, , ,0,128,47,29.2,37,22,30,17.58530045,580.7459717,1.188310027,-1.434739947,MjC,MAJI,B,2,238,KOREA,1,A,0.5,0.5,12.03,17,46,37,14,0
451,452,KW-BD-S-12,128.7907222,37.37461111,7.75,1.36,0.12,17.03, , ,0,128,47,26.6,37,22,28.6,25.5802002,610.4749756,-0.172786996,-1.543149948,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
452,453,KW-BD-S-13,128.7893056,37.37377778,4.36,0.76,0.08,18.73, , ,0,128,47,21.5,37,22,25.6,34.13010025,694.1489868,-1.020089984,-0.083567902,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
453,454,KW-BD-S-14,128.7893611,37.37338889,5.3,0.37,0.04,23.17, , ,0,128,47,21.7,37,22,24.2,39.47309875,701.6660156,-1.898659945,0.0800969,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
454,455,KW-BD-S-15,128.7880556,37.37336111,5.62,1.58,0.04,19.6,0.98, ,0,128,47,17,37,22,24.1,30.08989906,607.4249878,-0.116672002,-3.374480009,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
455,456,KW-BD-S-16,128.7880556,37.37336111,5.97,2.36,0.035,17.03, , ,0,128,47,17,37,22,24.1,30.08989906,607.4249878,-0.116672002,-3.374480009,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
456,457,KW-BD-S-17,128.7875278,37.37411111,7.46,1.69,0.065,20.13, , ,0,128,47,15.1,37,22,26.8,34.88819885,595.8959961,0.260897994,-0.545499027,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
457,458,KW-BD-S-18,128.7877778,37.37430556,8.08,0.25,0.075,21.87, , ,0,128,47,16,37,22,27.5,41.44599915,619.1329956,-1.03263998,0.411202997,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
458,459,KW-BD-S-19,128.7877778,37.37430556,8.12,2.58,0.055,23.8,2.23, ,0,128,47,16,37,22,27.5,41.44599915,619.1329956,-1.03263998,0.411202997,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
459,460,KW-BD-S-20,128.7869722,37.37402778,5.41,2.58,0.11,20.9,1.41, ,0,128,47,13.1,37,22,26.5,29.54680061,562.65802,2.954139948,-0.68404299,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
460,461,KW-BD-S-21,128.7874167,37.37325,7.86,1.36,0.045,16.9,2.01, ,0,128,47,14.7,37,22,23.7,20.49810028,589.0529785,0.61252898,-0.293475986,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
461,462,KW-BD-S-22,128.7874167,37.37325,7.87,1.47,0.075,17.47, , ,0,128,47,14.7,37,22,23.7,20.49810028,589.0529785,0.61252898,-0.293475986,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
462,463,KW-BD-S-23,128.7874722,37.37327778,6.78,0.25,0.105,21.23,1.76, ,0,128,47,14.9,37,22,23.8,18.34939957,588.5780029,0.75009203,-0.864409983,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
463,464,KW-BD-S-24,128.7851389,37.37280556,5.07,0.47,0.06,21.9,1.39, ,0,128,47,6.5,37,22,22.1,44.50920105,646.9050293,0.44226101,0.182007,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
464,465,KW-BD-S-25,128.7838889,37.37291667,5.09,0.12,0.045,21.2, , ,0,128,47,2,37,22,22.5,38.48550034,561.2520142,1.018399954,0.100190997,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
465,466,KW-BD-S-26,128.7838889,37.37291667,7.8,2.36,0.03,22.8,1.53, ,0,128,47,2,37,22,22.5,38.48550034,561.2520142,1.018399954,0.100190997,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
466,467,KW-BD-S-27,128.7834444,37.37311111,8.01,2.47,0.02,19.33,2.41, ,0,128,47,0.4,37,22,23.2,32.25600052,549.9390259,2.81746006,-0.538011014,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
467,468,KW-BD-S-28,128.7992778,37.373,7.95,3.26,0.075,21.53, , ,0,128,47,57.4,37,22,22.8,33.05350113,639.9229736,-0.077727497,-0.036711901,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
468,469,KW-BD-S-29,128.7981944,37.37338889,7.18,0.56,0.025,14.03, , ,0,128,47,53.5,37,22,24.2,28.57080078,675.5029907,-1.570309997,0.775147974,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
469,470,KW-BD-S-30,128.7793611,37.37352778,8.23,0.58,0.085,18.53,1.87, ,0,128,46,45.7,37,22,24.7,46.40380096,642.3480225,-1.012709975,2.264869928,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
470,471,KW-BD-S-31,128.77725,37.37286111,8,2.67,0.03,15.57,1.3, ,0,128,46,38.1,37,22,22.3,30.64979935,605.0540161,-0.312063009,-1.092820048,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
471,472,KW-BD-S-32,128.7755833,37.37211111,8.31,0.36,0.08,20.43, , ,0,128,46,32.1,37,22,19.6,41.70569992,664.3480225,-0.387254,-0.812547028,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
472,473,KW-BD-S-33,128.7732222,37.37266667,8.16,4.67,0.11,16.57, , ,0,128,46,23.6,37,22,21.6,25.52260017,540.8179932,1.080039978,-1.822309971,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
473,474,KW-BD-S-34,128.7718889,37.37247222,6.62,0.35,0.12,16.83,2.9, ,0,128,46,18.8,37,22,20.9,40.69879913,569.0319824,-2.889389992,0.974376976,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
474,475,KW-BD-S-35,128.7637778,37.37172222,7.85,0.25,0.085,16.93,1.94, ,0,128,45,49.6,37,22,18.2,30.75209999,647.6220093,-2.193989992,0.561141014,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
475,476,KW-BD-S-36,128.7590556,37.37166667,6.9,0.47,0.055,15.17,0.96, ,0,128,45,32.6,37,22,18,37.42829895,580.1970215,-0.528629005,0.238949001,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
476,477,KW-BD-S-37,128.7558611,37.36958333,6.56,0.47,0.025,11.3,1.52, ,0,128,45,21.1,37,22,10.5,37.1617012,546.8220215,-0.163030997,-1.34247005,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
477,478,KW-BD-S-38,128.7930556,37.37344444,5.92,2.36,0.06,26.7,1.85, ,0,128,47,35,37,22,24.4,22.64539909,649.8530273,0.879070997,-4.006430149,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
478,479,KW-BD-S-39,128.7930556,37.37344444,7.41,1.48,0.05,27.93,1.34, ,0,128,47,35,37,22,24.4,22.64539909,649.8530273,0.879070997,-4.006430149,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
479,480,KW-BD-S-40,128.7934167,37.37366667,9.15,2.37,0.5,12.03,2.35, ,0,128,47,36.3,37,22,25.2,36.78390121,673.5969849,-1.370779991,0.836494029,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
480,481,KW-BD-S-41,128.7928333,37.37488889,6.5,1.47,0.105,32.95,2.55, ,0,128,47,34.2,37,22,29.6,34.64379883,649.7080078,0.866096973,-0.867057025,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
481,482,KW-BD-S-42,128.7928333,37.37488889,5.86,0.36,0.025,32.52,1.87, ,0,128,47,34.2,37,22,29.6,34.64379883,649.7080078,0.866096973,-0.867057025,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
482,483,KW-BD-S-43,128.7925833,37.37525,5.84,2.68, ,26.89,1.01, ,0,128,47,33.3,37,22,30.9,32.78020096,630.5670166,-0.331135005,1.192790031,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
483,484,KW-BD-S-44,128.7925833,37.37525,5.32,1.76, ,26.94,1.56, ,0,128,47,33.3,37,22,30.9,32.78020096,630.5670166,-0.331135005,1.192790031,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
484,485,KW-BD-S-45,128.79025,37.37416667,7.82,0.89,0.045,28.98,1.23, ,0,128,47,24.9,37,22,27,28.99580002,643.1560059,0.337428004,-2.052220106,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
485,486,KW-BD-S-46,128.7898056,37.37397222,7.94,0.76, ,28.74,0.89, ,0,128,47,23.3,37,22,26.3,37.72169876,682.3859863,0.143784001,-0.749282002,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
486,487,KW-BD-S-47,128.7895833,37.37413889,8.13,0.69,0.03,28.2,1.16, ,0,128,47,22.5,37,22,26.9,25.55400085,688.4030151,-1.084010005,4.097139835,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
487,488,KW-BD-S-48,128.7896389,37.37375,7.89,2.15, ,36.59,0.63, ,0,128,47,22.7,37,22,25.5,26.38839912,701.7249756,-3.152899981,0.438405007,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
488,489,KW-BD-S-49,128.7878056,37.37408333,7.65,1.48,0.005,30.49,0.95, ,0,128,47,16.1,37,22,26.7,40.19319916,609.3950195,0.862019002,-2.926559925,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
489,490,KW-BD-S-50,128.78675,37.37302778,6.72,1.25,0.03,32.44,1.11, ,0,128,47,12.3,37,22,22.9,34.44499969,612.0180054,0.148780003,0.146826997,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
490,491,KW-BD-S-51,128.7863889,37.37255556,7.06,0.75,0.03,28.27,1.25, ,0,128,47,11,37,22,21.2,29.99850082,641.6519775,0.0570978,-2.036410093,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
491,492,KW-BD-S-52,128.7850278,37.37327778,7.44,0.58,0.065,29.79,1.18, ,0,128,47,6.1,37,22,23.8,30.43190002,641.9160156,-5.499139786,0.464482009,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
492,493,KW-BD-CS-01,128.8016111,37.37666667,5.54,0.24,0.1,19.2,1.31, ,0,128,48,5.8,37,22,36,13.50380039,566.6630249,-0.882094979,0.431870013,MjC,MAJI,B,2,238,KOREA,1,A,0.5,0.5,12.03,17,46,37,14,0
493,494,KW-BD-CS-02,128.8016111,37.37666667,8.35,1.47,0.03,15.6, , ,0,128,48,5.8,37,22,36,13.50380039,566.6630249,-0.882094979,0.431870013,MjC,MAJI,B,2,238,KOREA,1,A,0.5,0.5,12.03,17,46,37,14,0
494,495,KW-BD-CS-03,128.7671667,37.37788889,8.33,2.65,0.07,15.67, , ,0,128,46,1.8,37,22,40.4,31.66580009,619.5289917,0.425161988,-0.0208828,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
495,496,KW-DA-CS-03,128.8619722,37.37872222,7.78,0.58,0.125,0, , ,0,128,51,43.1,37,22,43.4,27.75440025,666.4400024,0.065792799,-0.034304801,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
496,497,KW-DA-PS-01,128.8744167,37.39463889,7.6, ,2.1,0, , ,0,128,52,27.9,37,23,40.7,32.22449875,612.940979,0.481752008,0.170960993,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
497,498,KW-DA-PS-02,128.8695556,37.39347222,7.5, ,1.7,0.1, , ,0,128,52,10.4,37,23,36.5,36.91859818,574.59198,-3.399470091,1.205019951,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
498,499,KW-DA-PS-03,128.8708333,37.40019444,7, ,0.9,0.1, , ,0,128,52,15,37,24,0.7,6.048359871,545.3270264,0.222435996,0.105003998,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
499,500,KW-DA-S-01,128.8764444,37.39794444,5.37,0.85, ,2.17, , ,0,128,52,35.2,37,23,52.6,1.439090014,555.09198,-0.075027302,0.000412158,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
500,501,KW-DA-S-02,128.8759444,37.39794444,5.7,0.54, ,2.77, , ,0,128,52,33.4,37,23,52.6,1.258810043,556.0460205,0.00137818,0.00381958,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
501,502,KW-DA-S-03,128.8753333,37.39794444,5.87,1.58, ,1.57, , ,0,128,52,31.2,37,23,52.6,2.147759914,557.3060303,0.182466,0.089692801,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
502,503,KW-DA-S-04,128.8742222,37.39741667,5.89,0.36,2.425,18.97, , ,0,128,52,27.2,37,23,50.7,10.5010004,600.9959717,0.273620993,2.669859886,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
503,504,KW-DA-S-05,128.8742222,37.39741667,6.88,2.58,4.075,32.14, , ,0,128,52,27.2,37,23,50.7,10.5010004,600.9959717,0.273620993,2.669859886,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
504,505,KW-DA-S-06,128.8750833,37.39713889,5.59,0.76,0.17,7.12, , ,0,128,52,30.3,37,23,49.7,3.823009968,557.8330078,0.600757003,0.064380102,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
505,506,KW-DA-S-07,128.8751944,37.39661111,7.08,0.37,0.105,2.57, , ,0,128,52,30.7,37,23,47.8,1.963459969,558.3400269,0.134754002,0.00877706,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
506,507,KW-DA-S-09,128.8734722,37.39633333,5.03,0.78, ,2.26, , ,0,128,52,24.5,37,23,46.8,17.29430008,604.3549805,-0.710519016,-0.196847007,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
507,508,KW-DA-S-10,128.8734722,37.39633333,4.75,1.25,0.07,2.16, , ,0,128,52,24.5,37,23,46.8,17.29430008,604.3549805,-0.710519016,-0.196847007,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
508,509,KW-DA-S-11,128.8728611,37.39608333,7.08,0.58, ,3.08, , ,0,128,52,22.3,37,23,45.9,17.07850075,595.0150146,-0.648334026,0.709819973,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
509,510,KW-DA-S-12,128.8729444,37.39561111,6.66,2.69, ,2.75, , ,0,128,52,22.6,37,23,44.2,7.387690067,601.9890137,-0.231999993,-0.073796697,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
510,511,KW-DA-S-13,128.8729444,37.39561111,6.38,2.47, ,3.24, , ,0,128,52,22.6,37,23,44.2,7.387690067,601.9890137,-0.231999993,-0.073796697,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
511,512,KW-DA-S-14,128.8732222,37.39522222,5.39,0.69,0.09,3.98, , ,0,128,52,23.6,37,23,42.8,5.228919983,605.7139893,0.078477897,-0.022108,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
512,513,KW-DA-S-15,128.8746111,37.39563889,6.14,0.96, ,2.27, , ,0,128,52,28.6,37,23,44.3,34.11059952,593.7139893,-0.248432994,0.00767022,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
513,514,KW-DA-S-16,128.8740278,37.39438889,6.09,0.25, ,2.01, , ,0,128,52,26.5,37,23,39.8,2.46081996,624.9760132,-1.14557004,0.188657001,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
514,515,KW-DA-S-17,128.8702222,37.39883333,6.97,1.47, ,2.37, , ,0,128,52,12.8,37,23,55.8,8.211079597,548.3389893,0.00609052,0.073229201,JoC,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
515,516,KW-DA-S-18,128.8703611,37.39255556,6.86,1.36, ,2.39, , ,0,128,52,13.3,37,23,33.2,39.39080048,584.9169922,-0.500922978,-0.458198994,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
516,517,KW-DA-S-19,128.8703611,37.39255556,6.76,0.67,0.09,0, , ,0,128,52,13.3,37,23,33.2,39.39080048,584.9169922,-0.500922978,-0.458198994,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
517,518,KW-DA-S-20,128.8711389,37.39255556,7.07,2.25,0.095,3, , ,0,128,52,16.1,37,23,33.2,33.43479919,636.0319824,0.058346201,0.426753998,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
518,519,KW-DA-S-21,128.8696111,37.39344444,6.69,0.66, ,2.27, , ,0,128,52,10.6,37,23,36.4,35.66590118,576.3969727,-3.180929899,0.759015977,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
519,520,KW-DA-S-22,128.8693611,37.39438889,6.53,0.36,0.105,2.43, , ,0,128,52,9.7,37,23,39.8,6.184239864,542.3720093,0.38488701,0.035521701,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
520,521,KW-DA-S-23,128.8698333,37.39586111,6.27,0.35,0.11,2.25, , ,0,128,52,11.4,37,23,45.1,1.707380056,550.0999756,0.528581977,-0.057110999,JEB,JEJU,B,2,492,KOREA,1,C,0.5,0.5,372.75,21.6,74.2,4.2,9.4,0
521,522,KW-DA-S-24,128.8697222,37.3965,6,0.36, ,2.1, , ,0,128,52,11,37,23,47.4,22.15570068,554.2589722,-0.149662003,0.415767998,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
522,523,KW-DA-S-25,128.8697222,37.3965,5.96,1.58, ,1.77, , ,0,128,52,11,37,23,47.4,22.15570068,554.2589722,-0.149662003,0.415767998,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
523,524,KW-DA-S-38,128.87425,37.39725,6.5,0.46,0.195,5.41, , ,0,128,52,27.3,37,23,50.1,23.65410042,603.0009766,-3.007689953,1.051640034,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
524,525,KW-DA-S-39,128.87425,37.39725,6.25,0.9,0.31,11.41, , ,0,128,52,27.3,37,23,50.1,23.65410042,603.0009766,-3.007689953,1.051640034,OsF,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
525,526,KW-DA-S-40,128.8765556,37.39702778,6.3,0.36,0.095,2.72, , ,0,128,52,35.6,37,23,49.3,1.902140021,556.3759766,-0.073760502,-0.028594499,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
526,527,KW-DA-S-41,128.8765556,37.39702778,5.57,0.57,0.075,2.76, , ,0,128,52,35.6,37,23,49.3,1.902140021,556.3759766,-0.073760502,-0.028594499,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
527,528,KW-DA-S-42,128.8771667,37.397,5.88,0.57,0.08,2.52, , ,0,128,52,37.8,37,23,49.2,3.068389893,554.9979858,-3.398370028,0.074046902,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
528,529,KW-DA-S-43,128.8771667,37.397,5.6,0.69, ,2.83, , ,0,128,52,37.8,37,23,49.2,3.068389893,554.9979858,-3.398370028,0.074046902,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
529,530,KW-DA-S-44,128.8766944,37.39680556,7.05,0.37,0.015,3.3, , ,0,128,52,36.1,37,23,48.5,0.720118999,556.6119995,-0.133542001,0.0297876,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
530,531,KW-DA-S-45,128.8766944,37.39680556,7.55,0.25,0.015,3.17, , ,0,128,52,36.1,37,23,48.5,0.720118999,556.6119995,-0.133542001,0.0297876,Gt,GANGSEO,B,2,244,KOREA,1,A,0.5,0.5,63.91,11.2,41.9,46.9,0,0
