OBJECTID_x,ID,start_lon,start_lan,pH,As,Cd,Ni,Pb,Zn,Hg,Lon,Lan,lon_degree,lon_minute,lon_sec,lan_degree,lan_minute,lan_sec
195,KW-SK-S-01,128.4836,37.0751,6.18,192.23,9.225,95.18,965.4,,0,128.8102778,37.13202778,128,48,37,37,7,55.3
196,KW-SK-S-02,128.4836,37.0751,6.73,18.64,1.375,4.24,423.73,,0,128.8105833,37.1315,128,48,38.1,37,7,53.4
197,KW-SK-S-03,128.4836,37.0751,7.22,9.86,0.23,2.24,122.3,,0,128.8110833,37.13130556,128,48,39.9,37,7,52.7
198,KW-SK-S-04,128.4836,37.0751,5.12,11.64,0.685,6.88,167.63,,0,128.8109722,37.13119444,128,48,39.5,37,7,52.3
199,KW-SK-S-05,128.4836,37.0751,7.08,0.6,0.705,2.33,130.13,,0,128.8103889,37.13111111,128,48,37.4,37,7,52
200,KW-SK-S-06,128.4836,37.0751,5.3,267.04,3.69,39.45,268.93,,0,128.8104444,37.13097222,128,48,37.6,37,7,51.5
201,KW-SK-S-07,128.4836,37.0751,7.14,12.51,0.915,5.94,382.07,,0,128.8108333,37.13041667,128,48,39,37,7,49.5
202,KW-SK-S-08,128.4836,37.0751,7.95,1.25,0.05,0,112.4,,0,128.8112222,37.12988889,128,48,40.4,37,7,47.6
203,KW-SK-S-09,128.4836,37.0751,6.75,0.35,0.135,2.3,82.27,,0,128.8121111,37.13044444,128,48,43.6,37,7,49.6
204,KW-SK-S-10,128.4836,37.0751,5.31,0.47,0.105,1.93,81.27,,0,128.8121111,37.13044444,128,48,43.6,37,7,49.6
205,KW-SK-S-11,128.4836,37.0751,3.51,0.57,0.805,5.79,203.13,,0,128.8111944,37.12872222,128,48,40.3,37,7,43.4
206,KW-SK-S-12,128.4836,37.0751,4.85,4.65,0.3,0.25,104.03,,0,128.8103333,37.12936111,128,48,37.2,37,7,45.7
207,KW-SK-S-13,128.4836,37.0751,5.09,2.02,0.26,0.49,110.5,,0,128.8103333,37.12936111,128,48,37.2,37,7,45.7
208,KW-SK-S-14,128.4836,37.0751,7.28,10.9,0.595,2.15,123.73,,0,128.8093333,37.12919444,128,48,33.6,37,7,45.1
209,KW-SK-S-15,128.4836,37.0751,6.43,0.24,0.225,1.23,82.9,,0,128.8077778,37.12769444,128,48,28,37,7,39.7
210,KW-SK-S-16,128.4836,37.0751,6.68,0.57,0.09,1.26,69.83,,0,128.8077778,37.12769444,128,48,28,37,7,39.7
211,KW-SK-S-17,128.4836,37.0751,6.27,241.93,2.14,2.5,425.73,,0,128.8082222,37.12927778,128,48,29.6,37,7,45.4
212,KW-SK-S-18,128.4836,37.0751,4.67,4.7,0.22,2.32,90.57,,0,128.8075278,37.12675,128,48,27.1,37,7,36.3
213,KW-SK-S-19,128.4836,37.0751,4.71,1.59,0.12,2.08,93.13,,0,128.8075278,37.12675,128,48,27.1,37,7,36.3
214,KW-SK-S-20,128.4836,37.0751,5.13,21.99,0.45,3.63,88.5,,0,128.8071944,37.12580556,128,48,25.9,37,7,32.9
215,KW-SK-S-21,128.4836,37.0751,8.02,156.51,1.175,4.85,179.97,,0,128.8057222,37.12619444,128,48,20.6,37,7,34.3
216,KW-SK-S-22,128.4836,37.0751,4.9,4.27,0.26,5.81,73.07,,0,128.8070278,37.12511111,128,48,25.3,37,7,30.4
217,KW-SK-S-23,128.4836,37.0751,5.44,1.71,0.255,4.11,76.97,,0,128.8070278,37.12511111,128,48,25.3,37,7,30.4
218,KW-SK-S-24,128.4836,37.0751,5.09,2,0.315,0.74,73.1,,0,128.8069444,37.12455556,128,48,25,37,7,28.4
219,KW-SK-S-25,128.4836,37.0751,6.69,2.42,0.145,6.54,70.57,,0,128.8058056,37.12488889,128,48,20.9,37,7,29.6
220,KW-SK-S-26,128.4836,37.0751,7.46,1.25,0.16,0.26,127.47,,0,128.8041111,37.12547222,128,48,14.8,37,7,31.7
221,KW-SK-S-27,128.4836,37.0751,8.05,9.72,0.165,1.81,90.3,,0,128.819,37.12594444,128,48,68.4,37,7,33.4
222,KW-SK-S-28,128.4836,37.0751,8.19,10.07,0.17,4.04,76.9,,0,128.819,37.12594444,128,48,68.4,37,7,33.4
223,KW-SK-S-29,128.4836,37.0751,4.36,2.47,0.15,1.95,67.5,,0,128.8065,37.12602778,128,48,23.4,37,7,33.7
224,KW-SK-S-30,128.4836,37.0751,6.31,0.56,0.105,3.54,65.83,,0,128.7990556,37.12680556,128,47,56.6,37,7,36.5
225,KW-SK-S-31,128.4836,37.0751,6.8,2.19,0.165,1.2,98.67,,0,128.7962778,37.12538889,128,47,46.6,37,7,31.4
226,KW-SK-S-32,128.4836,37.0751,5.55,6.4,0.155,2.14,87.3,,0,128.7945556,37.12388889,128,47,40.4,37,7,26
227,KW-SK-S-33,128.4836,37.0751,4.6,1.06,0.225,1.16,78.23,,0,128.7929167,37.12322222,128,47,34.5,37,7,23.6
228,KW-SK-S-34,128.4836,37.0751,7.14,2.54,0.05,0.22,78.4,,0,128.7919722,37.12233333,128,47,31.1,37,7,20.4
229,KW-SK-S-35,128.4836,37.0751,7.18,21.38,0.285,1.8,81.6,,0,128.7864722,37.12983333,128,47,11.3,37,7,47.4
230,KW-SK-S-38,128.4836,37.0751,8.2,3.22,0.145,0.19,557.28,,0,128.8108611,37.1315,128,48,39.1,37,7,53.4
231,KW-SK-S-39,128.4836,37.0751,8.33,12.49,0.62,2.63,618.98,,0,128.8108611,37.1315,128,48,39.1,37,7,53.4
232,KW-SK-S-40,128.4836,37.0751,8.05,21.52,0.74,1.78,509.49,,0,128.8109444,37.13008333,128,48,39.4,37,7,48.3
233,KW-SK-S-41,128.4836,37.0751,8.48,19.94,0.585,1.89,449.55,,0,128.8109444,37.13008333,128,48,39.4,37,7,48.3
234,KW-SK-S-42,128.4836,37.0751,7.59,7.64,0.38,36.05,308.14,,0,128.8113056,37.12930556,128,48,40.7,37,7,45.5
235,KW-SK-S-43,128.4836,37.0751,7.21,7.88,0.615,43.44,369.53,,0,128.8113056,37.12930556,128,48,40.7,37,7,45.5
236,KW-SK-S-44,128.4836,37.0751,7.38,11.29,0.735,3.27,263.3,,0,128.8109444,37.12927778,128,48,39.4,37,7,45.4
237,KW-SK-S-45,128.4836,37.0751,6.95,14.38,0.68,4.05,222.46,,0,128.8109444,37.12925,128,48,39.4,37,7,45.3
238,KW-SK-S-46,128.4836,37.0751,7.13,19.65,0.645,5.45,226.87,,0,128.8101667,37.12936111,128,48,36.6,37,7,45.7
239,KW-SK-S-47,128.4836,37.0751,6.99,29.32,0.655,5.32,209.01,,0,128.8101667,37.12936111,128,48,36.6,37,7,45.7
240,KW-SK-S-48,128.4836,37.0751,5.81,5.49,0.38,2.58,177.33,,0,128.8083889,37.12816667,128,48,30.2,37,7,41.4
241,KW-SK-S-49,128.4836,37.0751,5.07,3.13,0.36,2.95,151.58,,0,128.8083889,37.12816667,128,48,30.2,37,7,41.4
242,KW-SK-S-50,128.4836,37.0751,5.47,6.18,0.59,3.1,158.04,,0,128.8083056,37.12786111,128,48,29.9,37,7,40.3
243,KW-SK-S-51,128.4836,37.0751,5.74,6.21,0.455,2.73,157.54,,0,128.8083056,37.12786111,128,48,29.9,37,7,40.3
244,KW-SK-S-52,128.4836,37.0751,6.96,0.17,0.22,2.92,169.2,,0,128.8087778,37.12763889,128,48,31.6,37,7,39.5
245,KW-SK-S-53,128.4836,37.0751,7.05,12.69,0.27,2.19,107.73,,0,128.8082778,37.12736111,128,48,29.8,37,7,38.5
246,KW-SK-S-54,128.4836,37.0751,5.96,21.75,0.56,4.45,118.93,,0,128.8078889,37.12677778,128,48,28.4,37,7,36.4
247,KW-SK-S-55,128.4836,37.0751,5.93,18.94,0.58,3.26,117.43,,0,128.8078889,37.12677778,128,48,28.4,37,7,36.4
248,KW-SK-S-56,128.4836,37.0751,6.2,49.29,0.765,3.65,98.65,,0,128.8067222,37.12555556,128,48,24.2,37,7,32
249,KW-SK-S-57,128.4836,37.0751,5.84,30.92,0.795,3.22,92.95,,0,128.8067222,37.12555556,128,48,24.2,37,7,32
250,KW-SK-S-58,128.4836,37.0751,6.07,0.35,0.145,3.21,92.36,,0,128.8007222,37.126,128,48,2.6,37,7,33.6
251,KW-SK-S-59,128.4836,37.0751,5.36,0.23,0.095,2.65,96.55,,0,128.8008056,37.12597222,128,48,2.9,37,7,33.5
252,KW-SK-S-60,128.4836,37.0751,7.62,0.56,0.15,3.91,120.35,,0,128.7996667,37.12666667,128,47,58.8,37,7,36
253,KW-SK-S-61,128.4836,37.0751,7.21,1.74,0.12,2.88,99.51,,0,128.7978889,37.12644444,128,47,52.4,37,7,35.2
254,KW-SK-S-62,128.4836,37.0751,6.17,2.96,0.09,2.15,86.62,,0,128.7981944,37.12652778,128,47,53.5,37,7,35.5
255,KW-SK-S-63,128.4836,37.0751,7.67,2.92,0.14,2.3,102.05,,0,128.7975833,37.12608333,128,47,51.3,37,7,33.9
256,KW-SK-S-64,128.4836,37.0751,6.64,14.07,0.21,4.77,84.62,,0,128.7969444,37.12591667,128,47,49,37,7,33.3
257,KW-SK-S-65,128.4836,37.0751,7.17,12.18,0.145,4.02,98.47,,0,128.79725,37.12558333,128,47,50.1,37,7,32.1
258,KW-SK-S-67,128.4836,37.0751,7.29,9.6,0.295,1.86,88.5,,0,128.7900306,37.12371944,128,46,84.11,37,6,85.39
259,KW-SK-CS-01,128.4836,37.0751,5.64,1.39,0.505,3.64,3.15,,0,128.8099167,37.13869444,128,48,35.7,37,8,19.3
260,KW-SK-CS-02,128.4836,37.0751,5.82,2.7,0.565,2.06,2.48,,0,128.8099167,37.13869444,128,48,35.7,37,8,19.3
261,KW-YH-S-36,129.0646,37.0629,7.11,1.85,0.105,6.57,146.52,,0,129.1596111,37.12222222,129,9,34.6,37,7,20
262,KW-YH-S-37,129.0646,37.0629,6.08,0.58,0.355,5.96,318.02,,0,129.1628333,37.12683333,129,9,46.2,37,7,36.6
263,KW-YH-CS-03,129.0646,37.0629,7.46,0.47,0.04,2.8,77.57,,0,129.1588611,37.13138889,129,9,31.9,37,7,53
264,KW-YJ-PS-01,128.06,37.165,8.1,1.06,0.1,0.6,,,0,128.0932222,37.2805,128,5,35.6,37,16,49.8
265,KW-YJ-PS-02,128.06,37.165,7.7,1.06,0.1,0.6,,,0,128.0891389,37.27913889,128,5,20.9,37,16,44.9
266,KW-YJ-PS-03,128.06,37.165,7.4,1.06,0.1,0.5,,,0,128.0829444,37.27169444,128,4,58.6,37,16,18.1
267,KW-YJ-S-04,128.06,37.165,5.65,0.25,0.06,3.17,,,0,128.1160556,37.28077778,128,6,57.8,37,16,50.8
268,KW-YJ-S-05,128.06,37.165,5.8,3.64,0.075,1.38,,,0,128.1156111,37.28080556,128,6,56.2,37,16,50.9
269,KW-YJ-S-06,128.06,37.165,6.17,0.94,0.05,0.47,,,0,128.0982778,37.28083333,128,5,53.8,37,16,51
270,KW-YJ-S-07,128.06,37.165,5.66,1.68,0.065,0.35,,,0,128.0976944,37.28108333,128,5,51.7,37,16,51.9
271,KW-YJ-S-08,128.06,37.165,5.41,1.25,0.035,0.47,,,0,128.0976944,37.28108333,128,5,51.7,37,16,51.9
272,KW-YJ-S-10,128.06,37.165,7.14,0.37,0.03,0,,,0,128.0961944,37.28141667,128,5,46.3,37,16,53.1
273,KW-YJ-S-11,128.06,37.165,7.19,1.57,0.09,0.86,,,0,128.0958056,37.28194444,128,5,44.9,37,16,55
274,KW-YJ-S-12,128.06,37.165,7.06,1.47,0.08,0.76,,,0,128.0958056,37.28194444,128,5,44.9,37,16,55
275,KW-YJ-S-13,128.06,37.165,4.78,0.48,0.1,0.89,,,0,128.0953056,37.28197222,128,5,43.1,37,16,55.1
276,KW-YJ-S-14,128.06,37.165,6.1,0.8,0.075,0.26,,,0,128.0951111,37.28155556,128,5,42.4,37,16,53.6
277,KW-YJ-S-15,128.06,37.165,7.42,1.62,0.07,0,,,0,128.0946667,37.28172222,128,5,40.8,37,16,54.2
278,KW-YJ-S-16,128.06,37.165,5.58,0.68,0.14,0.38,,,0,128.0949722,37.28205556,128,5,41.9,37,16,55.4
279,KW-YJ-S-17,128.06,37.165,6.17,0.89,0.095,0.28,,,0,128.0943611,37.28186111,128,5,39.7,37,16,54.7
280,KW-YJ-S-18,128.06,37.165,5.66,1.47,0.02,0.75,,,0,128.0939444,37.28194444,128,5,38.2,37,16,55
281,KW-YJ-S-19,128.06,37.165,4.95,1.47,0.09,0.83,,,0,128.0936111,37.28202778,128,5,37,37,16,55.3
282,KW-YJ-S-20,128.06,37.165,5.12,1.26,0.075,0.73,,,0,128.0936111,37.28202778,128,5,37,37,16,55.3
283,KW-YJ-S-21,128.06,37.165,4.7,0.78,0.11,1.48,,,0,128.0933056,37.28222222,128,5,35.9,37,16,56
284,KW-YJ-S-22,128.06,37.165,5.04,0.63,0.08,1.73,,,0,128.0929444,37.28225,128,5,34.6,37,16,56.1
285,KW-YJ-S-23,128.06,37.165,6.32,0.26,0.1,0.5,,,0,128.0931944,37.28058333,128,5,35.5,37,16,50.1
286,KW-YJ-S-24,128.06,37.165,8.16,0.52,0.015,0,,,0,128.0920556,37.28025,128,5,31.4,37,16,48.9
287,KW-YJ-S-25,128.06,37.165,8.48,0.38,0.04,0,,,0,128.0920556,37.28025,128,5,31.4,37,16,48.9
288,KW-YJ-S-26,128.06,37.165,6.21,1.24,0.095,2.37,,,0,128.0909444,37.28027778,128,5,27.4,37,16,49
289,KW-YJ-S-27,128.06,37.165,4.51,0.75,0.06,1.91,,,0,128.0909444,37.28027778,128,5,27.4,37,16,49
290,KW-YJ-S-28,128.06,37.165,7.48,0.99,0.005,0,,,0,128.0901111,37.28002778,128,5,24.4,37,16,48.1
291,KW-YJ-S-29,128.06,37.165,6.12,1.36,0.125,0.33,,,0,128.0892222,37.27961111,128,5,21.2,37,16,46.6
292,KW-YJ-S-32,128.06,37.165,7.62,1.68,0.31,11.18,,,0,128.0858611,37.27541667,128,5,9.1,37,16,31.5
293,KW-YJ-S-33,128.06,37.165,7.75,0.36,0.215,3.2,,,0,128.0836389,37.27261111,128,5,1.1,37,16,21.4
294,KW-YJ-S-34,128.06,37.165,8.04,1.56,0.03,0,,,0,128.0832222,37.27027778,128,4,59.6,37,16,13
295,KW-YJ-S-35,128.06,37.165,7.65,0.58,0.085,0,,,0,128.0863056,37.26052778,128,5,10.7,37,15,37.9
296,KW-YJ-S-36,128.06,37.165,7.56,1.75,0.965,18.7,,,0,128.0848056,37.25452778,128,5,5.3,37,15,16.3
297,KW-YJ-S-37,128.06,37.165,6.74,0.59,0.075,0.55,,,0,128.0855278,37.24858333,128,5,7.9,37,14,54.9
298,KW-YJ-CS-01,128.06,37.165,6.55,1.56,0.035,0,,,0,128.0923333,37.27355556,128,5,32.4,37,16,24.8
299,KW-YJ-CS-02,128.06,37.165,6.89,0.75,0.09,0.76,,,0,128.0923333,37.27355556,128,5,32.4,37,16,24.8
300,KW-YJ-CS-03,128.06,37.165,6.88,0.46,0.05,0.55,,,0,128.0886389,37.25413889,128,5,19.1,37,15,14.9
301,KW-BJ-PS03,128.5151,37.17,6.93,6.07,0.1,0.6,,,0,128.8446389,37.28375,128,50,40.7,37,17,1.5
302,KW-BJ-S-33,128.5151,37.17,8.26,1.18,0.245,0,,,0,128.8446389,37.28372222,128,50,40.7,37,17,1.4
303,KW-BJ-S-34,128.5151,37.17,6.62,1.99,0.175,0,,,0,128.8430833,37.28516667,128,50,35.1,37,17,6.6
304,KW-BJ-S-35,128.5151,37.17,7.83,2.22,0.115,0,,,0,128.83775,37.29138889,128,50,15.9,37,17,29
305,KW-BJ-S-36,128.5151,37.17,7.76,1.74,0.14,0,,,0,128.8183889,37.30116667,128,49,6.2,37,18,4.2
306,KW-BJ-S-37,128.5151,37.17,7.57,0.36,0.19,0.05,,,0,128.8284444,37.30441667,128,49,42.4,37,18,15.9
307,KW-BJ-S-26,128.5151,37.17,7.54,3.16,0.125,0,,,0,128.8546111,37.28277778,128,51,16.6,37,16,58
308,KW-BJ-S-27,128.5151,37.17,7.87,3.43,0.12,0,,,0,128.8546111,37.28277778,128,51,16.6,37,16,58
309,KW-BJ-S-28,128.5151,37.17,7.97,2.22,0.165,0,,,0,128.8538889,37.28294444,128,51,14,37,16,58.6
310,KW-BJ-S-29,128.5151,37.17,7.13,2.65,0.14,0,,,0,128.8538611,37.28227778,128,51,13.9,37,16,56.2
311,KW-BJ-S-30,128.5151,37.17,8.18,260.34,0.18,0,,,0,128.8525556,37.28030556,128,51,9.2,37,16,49.1
312,KW-BJ-S-31,128.5151,37.17,8.08,2.18,0.12,0,,,0,128.8491111,37.28086111,128,50,56.8,37,16,51.1
313,KW-BJ-S-32,128.5151,37.17,8.29,16.73,0.16,0,,,0,128.8465833,37.28116667,128,50,47.7,37,16,52.2
314,KW-BJ-S-60,128.5151,37.17,9.27,0.37,0.21,1.31,,,0,128.8534167,37.28116667,128,51,12.3,37,16,52.2
315,KW-BJ-S-61,128.5151,37.17,7.1,1.78,0.01,1.77,,,0,128.8464167,37.28316667,128,50,47.1,37,16,59.4
316,KW-BJ-S-62,128.5151,37.17,6.19,0.3,0.21,1.85,,,0,128.8464167,37.28316667,128,50,47.1,37,16,59.4
317,KW-BJ-S-63,128.5151,37.17,6.56,0.36,0.21,2.27,,,0,128.8466667,37.28313889,128,50,48,37,16,59.3
318,KW-BJ-S-64,128.5151,37.17,6.56,0.15,0.005,3.28,,,0,128.8466667,37.28313889,128,50,48,37,16,59.3
319,KW-BJ-S-65,128.5151,37.17,6.42,0.47,0.21,1.58,,,0,128.8456944,37.28333333,128,50,44.5,37,17,0
320,KW-BJ-S-66,128.5151,37.17,6.71,0.74,0.21,1.97,,,0,128.8456944,37.28333333,128,50,44.5,37,17,0
321,KW-BJ-S-67,128.5151,37.17,4.96,1.54,0.03,2.76,,,0,128.8455833,37.28302778,128,50,44.1,37,16,58.9
322,KW-BJ-PS01,128.5151,37.17,6.93,6.07,0.1,0.6,,,0,128.863,37.27963889,128,51,46.8,37,16,46.7
323,KW-BJ-PS02,128.5151,37.17,6.93,6.07,0.1,0.9,,,0,128.8554167,37.28122222,128,51,19.5,37,16,52.4
324,KW-BJ-S-01,128.5151,37.17,6.49,6.25,0.245,0.54,,,0,128.8643056,37.28355556,128,51,51.5,37,17,0.8
325,KW-BJ-S-02,128.5151,37.17,6.4,4.55,0.15,1.24,,,0,128.8641389,37.28344444,128,51,50.9,37,17,0.4
326,KW-BJ-S-03,128.5151,37.17,6.58,2.88,0.195,0.43,,,0,128.8643056,37.28330556,128,51,51.5,37,16,59.9
327,KW-BJ-S-04,128.5151,37.17,7.43,5.77,2.8,117.36,,,0,128.8640556,37.28355556,128,51,50.6,37,17,0.8
328,KW-BJ-S-05,128.5151,37.17,7.19,5.27,3.84,58.14,,,0,128.8639444,37.28363889,128,51,50.2,37,17,1.1
329,KW-BJ-S-06,128.5151,37.17,6.77,4.78,0.21,0.14,,,0,128.8636111,37.28363889,128,51,49,37,17,1.1
330,KW-BJ-S-07,128.5151,37.17,6.93,6.67,0.135,0,,,0,128.8635278,37.28330556,128,51,48.7,37,16,59.9
331,KW-BJ-S-08,128.5151,37.17,6.99,6.93,0.145,0.08,,,0,128.8635278,37.28330556,128,51,48.7,37,16,59.9
332,KW-BJ-S-09,128.5151,37.17,6.89,4.02,0.185,0,,,0,128.8636111,37.28338889,128,51,49,37,17,0.2
333,KW-BJ-S-10,128.5151,37.17,7.65,6.99,0.18,0,,,0,128.8636389,37.28261111,128,51,49.1,37,16,57.4
334,KW-BJ-S-11,128.5151,37.17,8.17,1.09,0.155,0.33,,,0,128.8640556,37.28197222,128,51,50.6,37,16,55.1
335,KW-BJ-S-12,128.5151,37.17,7.69,1.62,0.14,0,,,0,128.8640556,37.28197222,128,51,50.6,37,16,55.1
336,KW-BJ-S-13,128.5151,37.17,4.35,2.06,0.175,0.58,,,0,128.8635833,37.28119444,128,51,48.9,37,16,52.3
337,KW-BJ-S-14,128.5151,37.17,5.01,3.21,0.12,1.32,,,0,128.8628889,37.28102778,128,51,46.4,37,16,51.7
338,KW-BJ-S-15,128.5151,37.17,5.51,2.7,0.225,0.92,,,0,128.8637778,37.27936111,128,51,49.6,37,16,45.7
339,KW-BJ-S-16,128.5151,37.17,5.82,2.02,0.19,1.04,,,0,128.8637778,37.27936111,128,51,49.6,37,16,45.7
340,KW-BJ-S-17,128.5151,37.17,7.33,1.29,0.165,0,,,0,128.8622778,37.27869444,128,51,44.2,37,16,43.3
341,KW-BJ-S-18,128.5151,37.17,7.81,2.47,0.155,0,,,0,128.8615278,37.27852778,128,51,41.5,37,16,42.7
342,KW-BJ-S-19,128.5151,37.17,7.95,1.81,0.13,0,,,0,128.8615278,37.27852778,128,51,41.5,37,16,42.7
343,KW-BJ-S-20,128.5151,37.17,5.35,3.08,0.16,0.4,,,0,128.8605556,37.27997222,128,51,38,37,16,47.9
344,KW-BJ-S-21,128.5151,37.17,7.38,3.31,0.125,0.41,,,0,128.8596111,37.28055556,128,51,34.6,37,16,50
345,KW-BJ-S-22,128.5151,37.17,7.74,1.98,0.125,0,,,0,128.8596111,37.28055556,128,51,34.6,37,16,50
346,KW-BJ-S-23,128.5151,37.17,6.64,2.64,0.145,0.48,,,0,128.8575,37.28022222,128,51,27,37,16,48.8
347,KW-BJ-S-24,128.5151,37.17,5.04,1.75,0.13,1.21,,,0,128.8561389,37.28072222,128,51,22.1,37,16,50.6
348,KW-BJ-S-25,128.5151,37.17,4.98,1.14,0.125,0.07,,,0,128.8549722,37.28216667,128,51,17.9,37,16,55.8
349,KW-BJ-S-38,128.5151,37.17,5.66,2.35,0.08,0.69,,,0,128.8644722,37.28119444,128,51,52.1,37,16,52.3
350,KW-BJ-S-39,128.5151,37.17,5.03,3.74,0,1.72,,,0,128.8644722,37.28119444,128,51,52.1,37,16,52.3
351,KW-BJ-S-40,128.5151,37.17,4.74,0.57,0.065,1.81,,,0,128.8645278,37.28152778,128,51,52.3,37,16,53.5
352,KW-BJ-S-41,128.5151,37.17,5.02,1.35,0.035,1.46,,,0,128.8645278,37.28152778,128,51,52.3,37,16,53.5
353,KW-BJ-S-42,128.5151,37.17,7.97,0.49,0.015,0.98,,,0,128.86375,37.28169444,128,51,49.5,37,16,54.1
354,KW-BJ-S-43,128.5151,37.17,8.45,3.46,0.02,1.04,,,0,128.86375,37.28169444,128,51,49.5,37,16,54.1
355,KW-BJ-S-44,128.5151,37.17,9.34,2.36,0.025,0.82,,,0,128.8629444,37.28169444,128,51,46.6,37,16,54.1
356,KW-BJ-S-45,128.5151,37.17,8.17,0.36,0.005,1.34,,,0,128.8629444,37.28169444,128,51,46.6,37,16,54.1
357,KW-BJ-S-46,128.5151,37.17,7.97,0.25,0.04,1.7,,,0,128.8638611,37.28097222,128,51,49.9,37,16,51.5
358,KW-BJ-S-47,128.5151,37.17,7.74,1.84,0.115,0.43,,,0,128.8638611,37.28097222,128,51,49.9,37,16,51.5
359,KW-BJ-S-48,128.5151,37.17,6.28,1.25,0.045,0.83,,,0,128.8638889,37.28027778,128,51,50,37,16,49
360,KW-BJ-S-49,128.5151,37.17,6.84,0.58,0.015,1.6,,,0,128.8647778,37.28002778,128,51,53.2,37,16,48.1
361,KW-BJ-S-50,128.5151,37.17,6.59,2.46,0.07,1.63,,,0,128.8633611,37.27966667,128,51,48.1,37,16,46.8
362,KW-BJ-S-51,128.5151,37.17,6.73,2.28,0.035,2.72,,,0,128.8633611,37.27966667,128,51,48.1,37,16,46.8
363,KW-BJ-S-52,128.5151,37.17,7.79,1.57,0.005,0.39,,,0,128.8628611,37.28041667,128,51,46.3,37,16,49.5
364,KW-BJ-S-53,128.5151,37.17,7.8,0.69,0.005,1.45,,,0,128.8628611,37.28041667,128,51,46.3,37,16,49.5
365,KW-BJ-S-54,128.5151,37.17,7.19,1.47,0.24,1.77,,,0,128.8623333,37.27952778,128,51,44.4,37,16,46.3
366,KW-BJ-S-55,128.5151,37.17,7.86,0.57,0.21,0.84,,,0,128.8623333,37.27952778,128,51,44.4,37,16,46.3
367,KW-BJ-S-56,128.5151,37.17,4.66,0.79,0.01,2.38,,,0,128.8626944,37.2795,128,51,45.7,37,16,46.2
368,KW-BJ-S-57,128.5151,37.17,4.73,0.65,0.01,1.64,,,0,128.8596944,37.28036111,128,51,34.9,37,16,49.3
369,KW-BJ-S-58,128.5151,37.17,6.56,0.23,0.035,1.81,,,0,128.8574444,37.28016667,128,51,26.8,37,16,48.6
370,KW-BJ-S-59,128.5151,37.17,7.46,0.79,0.21,1.36,,,0,128.8550833,37.28205556,128,51,18.3,37,16,55.4
371,KW-BJ-CS-01,128.5151,37.17,6.83,0.78,0.135,0,,,0,128.8587222,37.27702778,128,51,31.4,37,16,37.3
372,KW-BJ-CS-02,128.5151,37.17,6.87,1.82,0.165,0,,,0,128.8587222,37.27702778,128,51,31.4,37,16,37.3
373,KW-BJ-CS-03,128.5151,37.17,7.96,2.49,0.15,0,,,0,128.8659444,37.27536111,128,51,57.4,37,16,31.3
374,KW-YW-CS-03,128.1623,37.2304,5.06,0.23,0.37,4.19,,,0,128.2603056,37.36952778,128,15,37.1,37,22,10.3
375,KW-YW-PS-01,128.1623,37.2304,5.1,0.73,0.2,0.6,,,0,128.2730833,37.37916667,128,16,23.1,37,22,45
376,KW-YW-PS-02,128.1623,37.2304,6.6,0.73,0.1,0.7,,,0,128.27375,37.3415,128,16,25.5,37,20,29.4
377,KW-YW-PS-03,128.1623,37.2304,6.9,0.5,0.1,0.6,,,0,128.2755556,37.365,128,16,32,37,21,54
378,KW-YW-S-19,128.1623,37.2304,6.18,1.6,0.08,1.11,,,0,128.2731111,37.37925,128,16,23.2,37,22,45.3
379,KW-YW-S-20,128.1623,37.2304,5.08,0.11,0.09,2.89,,,0,128.2733333,37.37797222,128,16,24,37,22,40.7
380,KW-YW-S-21,128.1623,37.2304,5.99,0.25,0.175,3.33,,,0,128.2729167,37.37802778,128,16,22.5,37,22,40.9
381,KW-YW-S-22,128.1623,37.2304,7.59,0.57,0.1,1.55,,,0,128.2731389,37.37722222,128,16,23.3,37,22,38
382,KW-YW-S-23,128.1623,37.2304,4.32,0.06,0.1,1.52,,,0,128.2735278,37.37708333,128,16,24.7,37,22,37.5
383,KW-YW-S-24,128.1623,37.2304,6.16,0.64,0.15,3.8,,,0,128.2732778,37.37672222,128,16,23.8,37,22,36.2
384,KW-YW-S-25,128.1623,37.2304,5.33,0.32,0.16,6.24,,,0,128.2732222,37.37652778,128,16,23.6,37,22,35.5
385,KW-YW-S-26,128.1623,37.2304,5.29,0.84,0.18,6.56,,,0,128.2732222,37.37652778,128,16,23.6,37,22,35.5
386,KW-YW-S-27,128.1623,37.2304,5.79,0.52,0.1,1,,,0,128.27325,37.37594444,128,16,23.7,37,22,33.4
387,KW-YW-S-28,128.1623,37.2304,6.63,1.48,0.095,1.42,,,0,128.2737222,37.37594444,128,16,25.4,37,22,33.4
388,KW-YW-S-29,128.1623,37.2304,6.72,0.36,0.08,1.86,,,0,128.2737222,37.37594444,128,16,25.4,37,22,33.4
389,KW-YW-S-30,128.1623,37.2304,6.22,0.6,0.1,1.22,,,0,128.2738056,37.37472222,128,16,25.7,37,22,29
390,KW-YW-S-31,128.1623,37.2304,6.8,0.37,0.1,11.25,,,0,128.2741944,37.37230556,128,16,27.1,37,22,20.3
391,KW-YW-S-32,128.1623,37.2304,5.81,0.85,0.075,0,,,0,128.2741944,37.37088889,128,16,27.1,37,22,15.2
392,KW-YW-S-33,128.1623,37.2304,5.6,0.67,0.185,5.36,,,0,128.2756111,37.36933333,128,16,32.2,37,22,9.6
